date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:46	10847/10847	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-2a5f%22	https://universe-ity.github.io/_static/language_data.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/language_data.js	(from https://universe-ity.github.io/)
17:20:47	10754/10754	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-2a02%22	https://universe-ity.github.io/_static/clipboard.min.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/clipboard.min.js	(from https://universe-ity.github.io/)
17:20:47	4844/4844	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-12ec%22	https://universe-ity.github.io/_static/copybutton.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/copybutton.js	(from https://universe-ity.github.io/)
17:20:47	17536/17536	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a89-4480%22	https://cdnjs.cloudflare.com/ajax/libs/require.js/2.3.4/require.min.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/cdnjs.cloudflare.com/ajax/libs/require.js/2.3.4/require.min.js	(from https://universe-ity.github.io/)
17:20:47	3137/3137	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b517a93-c41%22	https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.5/latest.js?config=TeX-AMS-MML_HTMLorMML	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.5/latestdda6.js	(from https://universe-ity.github.io/)
17:20:48	114432/114432	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-1bf00%22	https://universe-ity.github.io/_static/theme-vendors.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/theme-vendors.js	(from https://universe-ity.github.io/)
17:20:48	5110/5110	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-13f6%22	https://universe-ity.github.io/_static/theme.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/theme.js	(from https://universe-ity.github.io/)
17:20:48	5581/5581	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-15cd%22	https://universe-ity.github.io/genindex.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/genindex.html	(from https://universe-ity.github.io/)
17:20:48	6476/6476	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-194c%22	https://universe-ity.github.io/search.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/search.html	(from https://universe-ity.github.io/)
17:20:49	7278/7278	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-1c6e%22	https://universe-ity.github.io/Geometric_Optics_Introduction_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Introduction_Page.html	(from https://universe-ity.github.io/)
17:20:49	10714/10714	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-29da%22	https://universe-ity.github.io/Geometric_Optics_Physics_background_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Physics_background_Page.html	(from https://universe-ity.github.io/)
17:20:49	10671/10671	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-29af%22	https://universe-ity.github.io/Geometric_Optics_Additional_Background_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Additional_Background_Page.html	(from https://universe-ity.github.io/)
17:20:49	15214/15214	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-3b6e%22	https://universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html	(from https://universe-ity.github.io/)
17:20:50	26716/26716	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-685c%22	https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html	(from https://universe-ity.github.io/)
17:20:50	9470/9470	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-24fe%22	https://universe-ity.github.io/Geometric_Optics_More_with_OSLO_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_More_with_OSLO_Page.html	(from https://universe-ity.github.io/)
17:20:50	14264/14264	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-37b8%22	https://universe-ity.github.io/Geometric_Optics_Activities_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Activities_Page.html	(from https://universe-ity.github.io/)
17:20:50	13536/13536	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-34e0%22	https://universe-ity.github.io/Geometric_Optics_Activities_Week_2_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Activities_Week_2_Page.html	(from https://universe-ity.github.io/)
17:20:50	6794/6794	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-1a8a%22	https://universe-ity.github.io/Geometric_Optics_Credits_Page.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/Geometric_Optics_Credits_Page.html	(from https://universe-ity.github.io/)
17:20:51	12357/12357	---M-Z	200	added ('OK')	text/html	etag:W/%225e9764aa-3045%22	https://universe-ity.github.io/index.html	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/index-2.html	(from https://universe-ity.github.io/genindex.html)
17:20:52	16323/16323	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-3fc3%22	https://universe-ity.github.io/_static/searchtools.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/_static/searchtools.js	(from https://universe-ity.github.io/search.html)
17:20:52	10116/10116	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e9764aa-2784%22	https://universe-ity.github.io/searchindex.js	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/universe-ity.github.io/searchindex.js	(from https://universe-ity.github.io/search.html)
17:20:52	20122/20122	---M--	200	added ('OK')	image/gif	date:Wed,%2009%20Nov%202016%2015:20:22%20GMT	http://hyperphysics.phy-astr.gsu.edu/hbase/geoopt/imggo/pripl.gif	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/hyperphysics.phy-astr.gsu.edu/hbase/geoopt/imggo/pripl.gif	(from https://universe-ity.github.io/Geometric_Optics_Additional_Background_Page.html)
17:20:53	28129/28129	---M--	200	added ('OK')	image/jpeg	etag:%2258f13e3b-6de1%22	https://www.universetoday.com/wp-content/uploads/2008/07/galileo_telescope.jpg	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/www.universetoday.com/wp-content/uploads/2008/07/galileo_telescope.jpg	(from https://universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html)
17:20:53	273442/273442	---M--	200	added ('OK')	image/jpeg	etag:%22794b56e35340d573ee2ed4c2d2157148%22	https://s3-us-west-2.amazonaws.com/courses-images-archive-read-only/wp-content/uploads/sites/222/2014/12/20111328/Figure_27_05_01.jpg	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/s3-us-west-2.amazonaws.com/courses-images-archive-read-only/wp-content/uploads/sites/222/2014/12/20111328/Figure_27_05_01.jpg	(from https://universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html)
17:21:01	43984/43984	---M--	200	added ('OK')	image/png	etag:%22abd0-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/sketch.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/sketch.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:02	65250/65250	---M--	200	added ('OK')	image/gif	date:Wed,%2009%20Nov%202016%2015:23:15%20GMT	http://hyperphysics.phy-astr.gsu.edu/hbase/vision/imgvis/accom.gif	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/hyperphysics.phy-astr.gsu.edu/hbase/vision/imgvis/accom.gif	(from https://universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html)
17:21:02	61051/61051	---M--	200	added ('OK')	image/png	etag:%22ee7b-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/vertices.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/vertices.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:02	71377/71377	---M--	200	added ('OK')	image/png	etag:%22116d1-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/vertices-labelled.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/vertices-labelled.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:02	73324/73324	---M--	200	added ('OK')	image/png	etag:%2211e6c-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/vertices-labelled-2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/vertices-labelled-2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:02	14928/14928	---M--	200	added ('OK')	image/png	etag:%223a50-56e8bd61c9498%22	https://omlc.org/classroom/oslotut/simple/curvature1.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/curvature1.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:03	1635867/1635867	---M--	200	added ('OK')	image/png	etag:%2218f61b-578c503baa97f%22	https://omlc.org/classroom/oslotut/eye/walker-eye.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/eye/walker-eye.png	(from https://universe-ity.github.io/Geometric_Optics_Optical_Systems_Page.html)
17:21:03	14178/14178	---M--	200	added ('OK')	image/png	etag:%223762-56e8bd625627b%22	https://omlc.org/classroom/oslotut/simple/curvature2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/curvature2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:03	76485/76485	---M--	200	added ('OK')	image/png	etag:%2212ac5-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/distance1.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/distance1.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:03	80069/80069	---M--	200	added ('OK')	image/png	etag:%22138c5-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/distance2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/distance2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:03	76693/76693	---M--	200	added ('OK')	image/png	etag:%2212b95-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/distance3.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/distance3.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:04	74315/74315	---M--	200	added ('OK')	image/png	etag:%221224b-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/heights1.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/heights1.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:04	73435/73435	---M--	200	added ('OK')	image/png	etag:%2211edb-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/heights2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/heights2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:04	71817/71817	---M--	200	added ('OK')	image/png	etag:%2211889-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/heights3.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/heights3.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:04	78807/78807	---M--	200	added ('OK')	image/png	etag:%22133d7-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/heights4.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/heights4.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:04	71132/71132	---M--	200	added ('OK')	image/png	etag:%22115dc-550e672b94d40%22	https://omlc.org/classroom/oslotut/simple/medium1.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/medium1.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:05	73936/73936	---M--	200	added ('OK')	image/png	etag:%22120d0-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/medium2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/medium2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:05	70611/70611	---M--	200	added ('OK')	image/png	etag:%22113d3-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/medium3.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/medium3.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:05	27336/27336	---M--	200	added ('OK')	image/png	etag:%226ac8-550e672c88f80%22	https://omlc.org/classroom/oslotut/simple/oslostart2.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/oslostart2.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:05	42144/42144	---M--	200	added ('OK')	image/png	etag:%22a4a0-578b01ab129be%22	https://omlc.org/classroom/oslotut/simple/xrefractive-index.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/xrefractive-index.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:06	68761/68761	---M--	200	added ('OK')	image/png	etag:%2210c99-578b01a9bffcc%22	https://omlc.org/classroom/oslotut/simple/xfirst-try.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/xfirst-try.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:06	72964/72964	---M--	200	added ('OK')	image/png	etag:%2211d04-578b01aa8c551%22	https://omlc.org/classroom/oslotut/simple/xobject.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/xobject.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:06	57213/57213	---M--	200	added ('OK')	image/png	etag:%22df7d-578b01a8274c2%22	https://omlc.org/classroom/oslotut/simple/xcontrol.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/xcontrol.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:06	49163/49163	---M--	200	added ('OK')	image/png	etag:%22c00b-578b01a9387d6%22	https://omlc.org/classroom/oslotut/simple/xdata6.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/simple/xdata6.png	(from https://universe-ity.github.io/Geometric_Optics_Intro_to_OSLO_Page.html)
17:21:07	89882/89882	---M--	200	added ('OK')	image/png	etag:%2215f1a-550e672d7d1c0%22	https://omlc.org/classroom/oslotut/telescope/moon.png	C:/Users/Anas/Documents/Geometic%20Optics%20Online%20Lab/Online%20Lab%20-%20Geometric%20Optics%20with%20Oslo/omlc.org/classroom/oslotut/telescope/moon.png	(from https://universe-ity.github.io/Geometric_Optics_Activities_Week_2_Page.html)
